2019-05-13 09:52:43,978 - 999 - INFO - Log.py - <module> - 这是我的一个日志测试
2019-05-13 09:52:53,578 - https - INFO - BaseHttp.py - set_url - 当前访问的地址为:https://test-staff-api-gateway-train.teyixing.com/v1/staff/login
2019-05-13 09:53:37,082 - LOG运行main方法 - INFO - Log.py - <module> - 1
2019-05-13 09:53:42,322 - https - INFO - BaseHttp.py - set_url - 当前访问的地址为:https://test-staff-api-gateway-train.teyixing.com/v1/staff/login
2019-05-13 09:57:26,665 - https - INFO - BaseHttp.py - set_url - 当前访问的地址为:https://test-staff-api-gateway-train.teyixing.com/v1/staff/login
2019-05-13 09:57:57,978 - https - INFO - BaseHttp.py - set_url - 当前访问的地址为:https://test-staff-api-gateway-train.teyixing.com/v1/staff/login
2019-05-13 09:59:11,963 - https - INFO - BaseHttp.py - set_url - 当前访问的地址为:https://test-staff-api-gateway-train.teyixing.com/v1/staff/login
2019-05-13 09:59:56,765 - https - INFO - BaseHttp.py - set_url - 当前访问的地址为:https://test-staff-api-gateway-train.teyixing.com/v1/staff/login
2019-05-13 10:00:55,043 - https - INFO - BaseHttp.py - set_url - 当前访问的地址为:https://test-staff-api-gateway-train.teyixing.com/v1/staff/login
2019-05-13 10:01:08,511 - https - INFO - BaseHttp.py - set_url - 当前访问的地址为:https://test-staff-api-gateway-train.teyixing.com/v1/staff/login
2019-05-13 10:01:54,287 - https - INFO - BaseHttp.py - set_url - 当前访问的地址为:https://test-staff-api-gateway-train.teyixing.com/v1/staff/login
2019-05-13 10:07:29,456 - https - INFO - BaseHttp.py - set_url - 当前访问的地址为:https://test-staff-api-gateway-train.teyixing.com/v1/staff/login
2019-05-13 10:19:25,809 - LOG运行main方法 - INFO - Log.py - <module> - 这是我的一个日志测试
2019-05-13 10:19:31,887 - https - INFO - BaseHttp.py - set_url - 当前访问的地址为:https://test-staff-api-gateway-train.teyixing.com/v1/staff/login
2019-05-13 10:27:15,625 - https - INFO - BaseHttp.py - set_url - 当前访问的地址为:https://test-staff-api-gateway-train.teyixing.com/v1/staff/login
2019-05-13 10:46:24,391 - https - INFO - BaseHttp.py - set_url - 当前访问的地址为:https://test-staff-api-gateway-train.teyixing.com/v1/staff/login
2019-05-13 10:47:15,055 - https - INFO - BaseHttp.py - set_url - 当前访问的地址为:https://test-staff-api-gateway-train.teyixing.com/v1/staff/login
